OBJECTID,GEOID,PLNG_REGIO,PlanningRegion,LogRecNo,SumLevel,NAME,Pop25P_e,Pop25P_m,NoHS_e,NoHS_m,pNoHS_e,pNoHS_m,SomeHS_e,SomeHS_m,pSomeHS_e,pSomeHS_m,HSGrad_e,HSGrad_m,pHSGrad_e,pHSGrad_m,SomeColl_e,SomeColl_m,pSomeColl_e,pSomeColl_m,Associates_e,Associates_m,pAssociates_e,pAssociates_m,BA_e,BA_m,pBA_e,pBA_m,GradProf_e,GradProf_m,pGradProf_e,pGradProf_m,LtHS_e,LtHS_m,pLtHS_e,pLtHS_m,HSPlus_e,HSPlus_m,pHSPlus_e,pHSPlus_m,BAPlus_e,BAPlus_m,pBAPlus_e,pBAPlus_m,created_user,created_date,last_edited_user,last_edited_date,SHAPE_Length,SHAPE_Area
437,30630,No,Northeast Georgia,3480,ZCTA,ZCTA5 30630,1669,297,116,54,7,3,284,89,17,4.4,643,143,38.5,5.1,411,139,24.6,7.1,52,42,3.1,2.4,63,42,3.8,2.4,100,56,6,3.2,400,104,24,4.6,1269,216,76,18.7,163,70,9.8,3.8,,,,,0.629669697374125,0.00926642199133549
438,30631,No,Central Savannah River Area,3481,ZCTA,ZCTA5 30631,1368,129,143,44,10.5,3.1,257,61,18.8,4.1,655,82,47.9,3.9,168,39,12.3,2.6,60,21,4.4,1.5,67,28,4.9,2,18,24,1.3,1.7,400,75,29.2,4.8,968,100,70.8,3,85,37,6.2,2.6,,,,,1.53796258264138,0.0488925756020243
439,30633,No,GM / NE,3482,ZCTA,ZCTA5 30633,6199,443,281,111,4.5,1.8,722,190,11.6,2.9,2401,275,38.7,3.5,1410,254,22.7,3.8,465,145,7.5,2.3,490,131,7.9,2,430,143,6.9,2.3,1003,220,16.2,3.4,5196,446,83.8,4,920,194,14.8,2.9,,,,,1.12049127404836,0.0255262878987421
440,30634,No,GM / NE,3483,ZCTA,ZCTA5 30634,1639,287,134,88,8.2,5.2,285,117,17.4,6.5,755,189,46.1,8.3,218,80,13.3,4.3,106,79,6.5,4.7,112,65,6.8,3.8,29,39,1.8,2.4,419,147,25.6,7.7,1220,233,74.4,5.6,141,76,8.6,4.4,,,,,1.06321044269714,0.0122817803520521
441,30635,No,GM / NE,3484,ZCTA,ZCTA5 30635,10222,317,667,173,6.5,1.7,1273,231,12.5,2.2,4585,364,44.9,3.3,1842,274,18,2.6,685,172,6.7,1.7,625,155,6.1,1.5,545,148,5.3,1.4,1940,289,19,2.8,8282,532,81,4.6,1170,214,11.4,2.1,,,,,1.84027908312913,0.0775488466732948
442,30807,No,Central Savannah River Area,3541,ZCTA,ZCTA5 30807,100,47,3,35,3,35.1,6,30,6,29.6,28,21,28,16.5,12,10,12,8.4,5,16,5,15.6,15,18,15,17,31,37,31,34.1,9,46,9,45.8,91,50,91,26.1,46,41,46,35.3,,,,,0.0829919038259558,0.000155503787029499
443,30641,Partial,Northeast Georgia,3485,ZCTA,ZCTA5 30641,1522,258,28,39,1.8,2.5,154,69,10.1,4.2,566,126,37.2,5.4,277,87,18.2,4.8,175,80,11.5,4.8,196,85,12.9,5.1,126,64,8.3,4,182,79,12,4.8,1340,202,88,20,322,106,21.2,6,,,,,0.522290211804482,0.0086658061643413
444,30808,No,Central Savannah River Area,3542,ZCTA,ZCTA5 30808,3192,324,306,123,9.6,3.7,411,129,12.9,3.8,1280,226,40.1,5.8,678,186,21.2,5.4,254,111,8,3.4,191,83,6,2.5,72,65,2.3,2,717,178,22.5,5.1,2475,330,77.5,6.7,263,106,8.2,3.2,,,,,0.688034704699797,0.0162032002635754
445,30642,No,Northeast Georgia,3486,ZCTA,ZCTA5 30642,8720,241,376,150,4.3,1.7,871,196,10,2.2,2440,251,28,2.8,1763,199,20.2,2.2,526,124,6,1.4,1500,181,17.2,2,1244,166,14.3,1.9,1247,247,14.3,2.8,7473,422,85.7,4.2,2744,246,31.5,2.7,,,,,1.77420501373872,0.0530579575527761
446,30809,No,Central Savannah River Area,3543,ZCTA,ZCTA5 30809,29479,992,479,184,1.6,0.6,1351,358,4.6,1.2,5867,559,19.9,1.8,6239,736,21.2,2.4,3012,424,10.2,1.4,7325,592,24.8,1.8,5206,530,17.7,1.7,1830,403,6.2,1.3,27649,1290,93.8,3,12531,794,42.5,2.3,,,,,0.604694978152921,0.0112444119280566
447,30643,No,Georgia Mountains,3487,ZCTA,ZCTA5 30643,11563,520,469,163,4.1,1.4,1577,301,13.6,2.5,4365,451,37.7,3.5,2546,376,22,3.1,876,207,7.6,1.8,1017,217,8.8,1.8,713,188,6.2,1.6,2046,342,17.7,2.9,9517,686,82.3,4.6,1730,287,15,2.4,,,,,1.17382435527091,0.0347879692203995
448,30810,No,Central Savannah River Area,3544,ZCTA,ZCTA5 30810,1347,103,167,53,12.4,3.8,188,54,14,3.8,578,86,42.9,5.4,249,64,18.5,4.5,49,25,3.6,1.8,91,38,6.8,2.8,25,31,1.9,2.3,355,75,26.4,5.2,992,120,73.6,6.9,116,49,8.6,3.6,,,,,1.09774119642736,0.0206937753439633
449,30646,No,Northeast Georgia,3488,ZCTA,ZCTA5 30646,4324,475,366,183,8.5,4.1,419,145,9.7,3.2,1474,291,34.1,5.6,876,232,20.3,4.9,344,134,8,3,480,165,11.1,3.6,365,138,8.4,3.1,785,233,18.2,5,3539,450,81.8,5.3,845,216,19.5,4.5,,,,,0.781381108873822,0.00894858149852686
450,30812,No,Central Savannah River Area,3545,ZCTA,ZCTA5 30812,318,242,46,75,14.5,21,72,54,22.6,24.3,110,77,34.6,35.9,48,38,15.1,3.6,15,24,4.7,6.8,27,32,8.5,7.8,0,32,0,10,118,93,37.1,7.6,200,101,62.9,57.4,27,45,8.5,12.7,,,,,0.0275971352793022,3.33795295464555e-05
451,30648,No,Northeast Georgia,3489,ZCTA,ZCTA5 30648,2232,288,163,90,7.3,3.9,410,161,18.4,6.8,844,177,37.8,6.3,328,109,14.7,4.5,190,83,8.5,3.5,181,83,8.1,3.6,116,47,5.2,2,573,185,25.7,7.6,1659,243,74.3,5.2,297,95,13.3,3.9,,,,,1.14729489004602,0.0214024204403118
452,30813,No,Central Savannah River Area,3546,ZCTA,ZCTA5 30813,25875,1142,796,261,3.1,1,1538,345,5.9,1.3,6447,754,24.9,2.7,5965,704,23.1,2.5,3368,491,13,1.8,5242,674,20.3,2.4,2519,462,9.7,1.7,2334,432,9,1.6,23541,1405,91,3.7,7761,817,30,2.9,,,,,0.698637167529078,0.0125082022254002
453,30650,Partial,Northeast Georgia,3490,ZCTA,ZCTA5 30650,7948,312,303,117,3.8,1.5,752,211,9.5,2.6,2549,299,32.1,3.5,1723,305,21.7,3.7,717,171,9,2.1,1120,211,14.1,2.6,784,200,9.9,2.5,1055,241,13.3,3,6893,544,86.7,5.9,1904,290,24,3.5,,,,,1.83437729712159,0.056374560701722
454,30814,No,Central Savannah River Area,3547,ZCTA,ZCTA5 30814,5443,577,275,112,5.1,2,523,168,9.6,2.9,2011,320,36.9,4.4,1560,399,28.7,6.7,406,114,7.5,1.9,489,135,9,2.3,179,74,3.3,1.3,798,202,14.7,3.4,4645,546,85.3,4.4,668,154,12.3,2.5,,,,,0.780571004290487,0.0128506178787936
455,30655,Yes,Northeast Georgia,3491,ZCTA,ZCTA5 30655,15828,851,466,165,2.9,1,2221,372,14,2.2,6143,551,38.8,2.8,3076,412,19.4,2.4,1100,197,6.9,1.2,2045,310,12.9,1.8,777,162,4.9,1,2687,407,17,2.4,13141,797,83,2.3,2822,350,17.8,2,,,,,1.17139918400228,0.0219829698776104
456,30815,No,Central Savannah River Area,3548,ZCTA,ZCTA5 30815,26524,1078,1170,277,4.4,1,2398,376,9,1.4,8543,700,32.2,2.3,7344,599,27.7,2,2785,381,10.5,1.4,3017,408,11.4,1.5,1267,270,4.8,1,3568,467,13.5,1.7,22956,1111,86.5,2.3,4284,489,16.2,1.7,,,,,1.68364198215517,0.0328997968067495
457,30656,Yes,Northeast Georgia,3492,ZCTA,ZCTA5 30656,10797,689,209,100,1.9,0.9,1012,242,9.4,2.2,4110,550,38.1,4.5,2076,297,19.2,2.5,862,196,8,1.7,1742,318,16.1,2.8,786,213,7.3,1.9,1221,261,11.3,2.3,9576,759,88.7,4.2,2528,382,23.4,3.2,,,,,0.800531539547838,0.0177899779503247
458,30816,No,Central Savannah River Area,3549,ZCTA,ZCTA5 30816,1316,246,62,34,4.7,2.4,188,86,14.3,6,532,127,40.4,6,266,87,20.2,5.4,111,76,8.4,5.6,147,85,11.2,6.1,10,28,0.8,2.1,250,93,19,6.1,1066,193,81,21.1,157,89,11.9,6.4,,,,,1.6321052451613,0.032944557359697
459,30660,No,CSRA / NE,3493,ZCTA,ZCTA5 30660,621,127,40,26,6.4,4,110,57,17.7,8.5,319,91,51.4,10.3,103,36,16.6,4.8,0,18,0,3,12,12,1.9,1.9,37,26,6,4,150,63,24.2,8.9,471,104,75.8,6.3,49,28,7.9,4.3,,,,,1.20611463621655,0.0253245880939906
460,30817,No,Central Savannah River Area,3550,ZCTA,ZCTA5 30817,5501,87,333,118,6.1,2.1,626,144,11.4,2.6,2380,209,43.3,3.7,1077,170,19.6,3.1,405,99,7.4,1.8,442,99,8,1.8,238,73,4.3,1.3,959,186,17.4,3.4,4542,312,82.6,5.5,680,123,12.4,2.2,,,,,1.63094837305781,0.0588573999773704
461,30662,No,GM / NE,3494,ZCTA,ZCTA5 30662,5723,389,372,116,6.5,2,826,175,14.4,2.9,2415,279,42.2,3.9,882,168,15.4,2.7,477,131,8.3,2.2,476,131,8.3,2.2,275,75,4.8,1.3,1198,210,20.9,3.4,4525,382,79.1,4,751,151,13.1,2.5,,,,,1.07504332608832,0.0205222937978344
462,30818,No,Central Savannah River Area,3551,ZCTA,ZCTA5 30818,434,127,0,37,0,8.5,36,47,8.3,10.5,260,105,59.9,16.8,68,53,15.7,11.4,7,18,1.6,4,49,49,11.3,10.7,14,38,3.2,8.6,36,60,8.3,13.5,398,134,91.7,15.4,63,62,14.5,13.6,,,,,0.585888511213648,0.00839553177845638
463,30820,No,Central Savannah River Area,3552,ZCTA,ZCTA5 30820,843,150,45,48,5.3,5.6,89,48,10.6,5.3,320,92,38,8.6,210,67,24.9,6.7,89,49,10.6,5.5,69,43,8.2,4.8,21,30,2.5,3.6,134,68,15.9,7.5,709,135,84.1,5.7,90,52,10.7,5.9,,,,,1.16848269763548,0.021246812602004
464,30821,No,Central Savannah River Area,3553,ZCTA,ZCTA5 30821,576,117,68,39,11.8,6.3,107,52,18.6,8.3,237,84,41.1,11.9,109,51,18.9,7.9,4,14,0.7,2.4,36,29,6.3,4.9,15,31,2.6,5.3,175,65,30.4,9.5,401,107,69.6,12.2,51,43,8.9,7.2,,,,,1.21811282027916,0.0261518558086991
465,30822,No,Central Savannah River Area,3554,ZCTA,ZCTA5 30822,464,211,0,37,0,7.9,86,96,18.5,18.9,295,138,63.6,6.9,83,65,17.9,11.3,0,18,0,4,0,18,0,4,0,32,0,6.9,86,103,18.5,20.5,378,158,81.5,50.3,0,37,0,7.9,,,,,0.659566353198931,0.00879644193473163
466,30823,No,Central Savannah River Area,3555,ZCTA,ZCTA5 30823,1177,200,125,67,10.6,5.4,241,105,20.5,8.2,452,124,38.4,8.3,155,64,13.2,4.9,52,30,4.4,2.4,129,71,11,5.7,23,25,2,2.1,366,124,31.1,9.1,811,161,68.9,7.1,152,75,12.9,6,,,,,1.18738757954932,0.0182413104009616
467,30824,No,Central Savannah River Area,3556,ZCTA,ZCTA5 30824,10906,362,401,118,3.7,1.1,1548,292,14.2,2.6,4301,354,39.4,3,1968,312,18,2.8,785,195,7.2,1.8,1182,223,10.8,2,721,186,6.6,1.7,1949,315,17.9,2.8,8957,588,82.1,4.6,1903,290,17.4,2.6,,,,,1.68867751845851,0.0518774652414486
468,30828,No,Central Savannah River Area,3557,ZCTA,ZCTA5 30828,3015,197,272,79,9,2.6,497,115,16.5,3.7,1351,162,44.8,4.5,268,75,8.9,2.4,199,86,6.6,2.8,266,82,8.8,2.7,162,72,5.4,2.4,769,140,25.5,4.3,2246,226,74.5,5.7,428,109,14.2,3.5,,,,,1.53076356642494,0.0343951109658851
469,30830,No,Central Savannah River Area,3558,ZCTA,ZCTA5 30830,9064,437,522,175,5.8,1.9,1164,266,12.8,2.9,3291,378,36.3,3.8,1954,339,21.6,3.6,942,237,10.4,2.6,640,171,7.1,1.9,551,168,6.1,1.8,1686,318,18.6,3.4,7378,609,81.4,5.5,1191,240,13.1,2.6,,,,,2.69391922948317,0.0907304006118209
470,30833,No,Central Savannah River Area,3559,ZCTA,ZCTA5 30833,2100,248,194,90,9.2,4.1,435,158,20.7,7.1,799,162,38,6.3,326,113,15.5,5.1,60,38,2.9,1.8,209,83,10,3.8,77,41,3.7,1.9,629,182,30,7.9,1471,222,70,6.6,286,93,13.6,4.1,,,,,0.817871748900164,0.0171005381662875
471,30901,No,Central Savannah River Area,3560,ZCTA,ZCTA5 30901,10770,622,830,154,7.7,1.4,2332,322,21.7,2.7,3660,391,34,3.1,2056,308,19.1,2.6,645,168,6,1.5,809,162,7.5,1.4,438,124,4.1,1.1,3162,357,29.4,2.8,7608,564,70.6,3.3,1247,204,11.6,1.8,,,,,0.527005103864245,0.00539822900284299
472,30903,No,Central Savannah River Area,3561,ZCTA,ZCTA5 30903,451,197,0,37,0,8.2,0,37,0,8.2,44,56,9.8,11.6,49,63,10.9,13.2,41,67,9.1,14.4,192,100,42.6,11.9,125,106,27.7,20.2,0,52,0,11.5,451,181,100,59.3,317,146,70.3,9.9,,,,,0.028063749311439,4.26756312644672e-05
473,30904,No,Central Savannah River Area,3562,ZCTA,ZCTA5 30904,17573,737,995,259,5.7,1.5,2257,398,12.8,2.2,4849,538,27.6,2.8,3562,483,20.3,2.6,1089,283,6.2,1.6,2887,354,16.4,1.9,1934,277,11,1.5,3252,475,18.5,2.6,14321,897,81.5,3.8,4821,449,27.4,2.3,,,,,0.334442524604438,0.00278297654808002
474,30905,No,Central Savannah River Area,3563,ZCTA,ZCTA5 30905,2488,272,54,70,2.2,2.8,22,52,0.9,2.1,475,128,19.1,4.7,911,170,36.6,5.5,253,95,10.2,3.7,590,161,23.7,5.9,183,97,7.4,3.8,76,87,3.1,3.5,2412,300,96.9,5.7,773,188,31.1,6.7,,,,,0.300964877910562,0.00352175991457617
475,30906,No,Central Savannah River Area,3564,ZCTA,ZCTA5 30906,37631,1328,1890,333,5,0.9,6184,659,16.4,1.7,13749,929,36.5,2.1,9152,744,24.3,1.8,2840,366,7.5,0.9,2384,354,6.3,0.9,1432,257,3.8,0.7,8074,738,21.5,1.8,29557,1320,78.5,2.1,3816,437,10.1,1.1,,,,,1.43510617654178,0.0215463909000319
476,30907,No,Central Savannah River Area,3565,ZCTA,ZCTA5 30907,36106,1208,1006,304,2.8,0.8,1630,367,4.5,1,9000,856,24.9,2.2,7615,659,21.1,1.7,3944,458,10.9,1.2,7611,613,21.1,1.5,5300,528,14.7,1.4,2636,476,7.3,1.3,33470,1425,92.7,2.4,12911,809,35.8,1.9,,,,,0.522700253213443,0.00633833723679767
477,30909,No,Central Savannah River Area,3566,ZCTA,ZCTA5 30909,28655,1391,1226,391,4.3,1.3,1695,395,5.9,1.3,7266,815,25.4,2.6,5953,714,20.8,2.3,2530,459,8.8,1.5,5844,634,20.4,2,4141,491,14.5,1.6,2921,556,10.2,1.9,25734,1424,89.8,2.4,9985,802,34.8,2.2,,,,,0.533421813709564,0.00656200246089702
478,30912,No,Central Savannah River Area,3567,ZCTA,ZCTA5 30912,91,41,16,36,17.6,38.5,9,36,9.9,38.8,23,31,25.3,32.6,25,32,27.5,33.3,6,16,6.6,17.1,10,10,11,10.2,2,29,2.2,32.4,25,50,27.5,54,66,57,72.5,53.6,12,31,13.2,33.8,,,,,0.0362438781067235,3.70770992824346e-05
479,31001,No,Heart of Georgia Altamaha,3568,ZCTA,ZCTA5 31001,3571,171,205,63,5.7,1.8,520,94,14.6,2.6,1863,168,52.2,4,550,100,15.4,2.7,122,51,3.4,1.4,215,65,6,1.8,96,55,2.7,1.5,725,114,20.3,3,2846,219,79.7,4.8,311,86,8.7,2.4,,,,,1.67740749469648,0.0439928130273942
480,30038,Yes,Atlanta Regional Commission,3171,ZCTA,ZCTA5 30038,25563,1064,410,225,1.6,0.9,1810,495,7.1,1.9,5663,848,22.2,3.2,7078,988,27.7,3.7,2328,557,9.1,2.1,5709,797,22.3,3,2565,467,10,1.8,2220,543,8.7,2.1,23343,1691,91.3,5.4,8274,924,32.4,3.4,,,,,0.469856970135006,0.00741288858553353
481,30039,Yes,Atlanta Regional Commission,3172,ZCTA,ZCTA5 30039,28240,1178,674,229,2.4,0.8,1473,340,5.2,1.2,7015,768,24.8,2.5,7223,735,25.6,2.4,3051,461,10.8,1.6,5628,653,19.9,2.2,3176,596,11.2,2.1,2147,410,7.6,1.4,26093,1458,92.4,3.4,8804,885,31.2,2.8,,,,,0.467116515841008,0.0064309012562554
482,31323,No,Coastal Regional Commission,3677,ZCTA,ZCTA5 31323,874,118,104,55,11.9,6.1,99,40,11.3,4.3,376,79,43,7,164,55,18.8,5.7,19,15,2.2,1.6,70,32,8,3.5,42,33,4.8,3.7,203,68,23.2,7.2,671,108,76.8,6.6,112,46,12.8,4.9,,,,,1.86080261654093,0.0333158142771837
483,31324,No,Coastal Regional Commission,3678,ZCTA,ZCTA5 31324,15647,371,188,98,1.2,0.6,654,179,4.2,1.1,3369,389,21.5,2.4,3561,402,22.8,2.5,1505,268,9.6,1.7,4052,448,25.9,2.8,2318,319,14.8,2,842,204,5.4,1.3,14805,829,94.6,4.8,6370,550,40.7,3.4,,,,,1.30009000807194,0.0351692676532861
484,31326,No,Coastal Regional Commission,3679,ZCTA,ZCTA5 31326,12949,531,414,149,3.2,1.1,819,206,6.3,1.6,4286,438,33.1,3.1,2953,404,22.8,3,1326,276,10.2,2.1,2248,297,17.4,2.2,903,230,7,1.8,1233,255,9.5,1.9,11716,756,90.5,4.5,3151,376,24.3,2.7,,,,,0.903738641103282,0.0174588111403629
485,31909,No,River Valley,3853,ZCTA,ZCTA5 31909,25120,920,601,190,2.4,0.8,844,230,3.4,0.9,5116,544,20.4,2,6830,647,27.2,2.4,3042,496,12.1,1.9,5602,545,22.3,2,3085,412,12.3,1.6,1445,299,5.8,1.2,23675,1194,94.2,3.3,8687,683,34.6,2.4,,,,,0.440168581785268,0.00457253060846103
486,39813,No,Southwest Georgia,3854,ZCTA,ZCTA5 39813,1440,210,119,64,8.3,4.3,226,77,15.7,4.8,491,113,34.1,6.1,296,90,20.6,5.5,47,34,3.3,2.3,131,62,9.1,4.1,130,85,9,5.8,345,100,24,6,1095,182,76,6.1,261,105,18.1,6.8,,,,,1.21719180202148,0.0304747390028047
487,30322,Yes,Atlanta Regional Commission,3336,ZCTA,ZCTA5 30322,45,38,0,37,0,81.7,0,37,0,81.7,6,18,13.3,39.3,10,29,22.2,61.2,0,18,0,40.9,29,34,64.4,51.2,0,32,0,70.8,0,52,0,115.6,45,60,100,104.4,29,46,64.4,87.3,,,,,0.0626069304847286,0.000109087271823479
488,30324,Yes,Atlanta Regional Commission,3337,ZCTA,ZCTA5 30324,20614,934,376,218,1.8,1.1,796,391,3.9,1.9,2193,473,10.6,2.2,2179,359,10.6,1.7,850,219,4.1,1,8737,751,42.4,3.1,5483,525,26.6,2.2,1172,447,5.7,2.2,19442,1114,94.3,3.3,14220,917,69,3.2,,,,,0.3105808393012,0.00133822435619334
489,30326,Yes,Atlanta Regional Commission,3338,ZCTA,ZCTA5 30326,4582,562,53,78,1.2,1.7,39,67,0.9,1.5,408,187,8.9,3.9,479,183,10.5,3.8,92,74,2,1.6,1942,437,42.4,8,1569,291,34.2,4.8,92,103,2,2.2,4490,591,98,4.7,3511,525,76.6,6.6,,,,,0.0741935999108078,0.000174540624687314
490,30327,Yes,Atlanta Regional Commission,3339,ZCTA,ZCTA5 30327,16736,571,69,72,0.4,0.4,92,73,0.5,0.4,905,212,5.4,1.3,1602,243,9.6,1.4,266,82,1.6,0.5,6685,486,39.9,2.6,7117,429,42.5,2.1,161,103,1,0.6,16575,729,99,2.7,13802,648,82.5,2.7,,,,,0.413904086559022,0.00431017632757105
491,30328,Yes,Atlanta Regional Commission,3340,ZCTA,ZCTA5 30328,27038,942,298,135,1.1,0.5,489,182,1.8,0.7,2806,470,10.4,1.7,3357,454,12.4,1.6,1324,310,4.9,1.1,11259,710,41.6,2.2,7505,691,27.8,2.4,787,227,2.9,0.8,26251,1227,97.1,3,18764,991,69.4,2.8,,,,,0.327621929363748,0.00331777540291407
492,30329,Yes,Atlanta Regional Commission,3341,ZCTA,ZCTA5 30329,18809,838,2066,370,11,1.9,1134,280,6,1.5,3291,389,17.5,1.9,2221,374,11.8,1.9,754,213,4,1.1,5039,543,26.8,2.6,4304,432,22.9,2.1,3200,464,17,2.3,15609,904,83,3.1,9343,694,49.7,2.9,,,,,0.346812511377053,0.00137736176965372
493,30331,Yes,Atlanta Regional Commission,3342,ZCTA,ZCTA5 30331,42173,1834,1061,321,2.5,0.8,4239,726,10.1,1.7,10584,1128,25.1,2.4,9837,939,23.3,2,3662,729,8.7,1.7,6646,694,15.8,1.5,6144,637,14.6,1.4,5300,794,12.6,1.8,36873,1890,87.4,2.4,12790,942,30.3,1.8,,,,,0.804743500112794,0.0094768263806371
494,30332,Yes,Atlanta Regional Commission,3343,ZCTA,ZCTA5 30332,48,35,0,37,0,76.6,0,37,0,76.6,0,18,0,38.3,32,32,66.7,44.2,0,18,0,38.3,16,21,33.3,36.9,0,32,0,66.3,0,52,0,108.3,48,56,100,91,16,38,33.3,75.9,,,,,0.0194097671429022,2.12241510685e-05
495,30334,Yes,Atlanta Regional Commission,3344,ZCTA,ZCTA5 30334,0,13,0,37,,,0,37,,,0,18,,,0,26,,,0,18,,,0,18,,,0,32,,,0,52,,,0,52,,,0,37,,,,,,,0.0205817793478529,1.2319423658005e-05
496,30336,Yes,Atlanta Regional Commission,3345,ZCTA,ZCTA5 30336,296,152,3,35,1,11.8,21,35,7.1,11.3,57,42,19.3,10.1,80,53,27,11.5,10,16,3.4,5.1,108,102,36.5,29,17,32,5.7,10.3,24,50,8.1,16.2,272,128,91.9,63.9,125,107,42.2,28.9,,,,,0.426228423292086,0.00268933868235149
497,30337,Yes,Atlanta Regional Commission,3346,ZCTA,ZCTA5 30337,8618,620,248,124,2.9,1.4,972,255,11.3,2.8,2758,423,32,4.3,1963,333,22.8,3.5,545,145,6.3,1.6,1432,245,16.6,2.6,700,174,8.1,1.9,1220,284,14.2,3.1,7398,633,85.8,4,2132,300,24.7,3,,,,,0.321085396154462,0.003037781233298
498,30338,Yes,Atlanta Regional Commission,3347,ZCTA,ZCTA5 30338,24281,692,269,127,1.1,0.5,295,188,1.2,0.8,2231,424,9.2,1.7,2608,390,10.7,1.6,1330,263,5.5,1.1,9516,598,39.2,2.2,8032,644,33.1,2.5,564,227,2.3,0.9,23717,1083,97.7,3.5,17548,879,72.3,3,,,,,0.271718799056631,0.00249949297451172
499,30339,Yes,Atlanta Regional Commission,3348,ZCTA,ZCTA5 30339,17202,892,139,104,0.8,0.6,151,97,0.9,0.6,1856,451,10.8,2.6,2189,408,12.7,2.3,676,183,3.9,1,7137,615,41.5,2.9,5054,517,29.4,2.6,290,142,1.7,0.8,16912,1024,98.3,3.1,12191,804,70.9,2.9,,,,,0.473113720828386,0.00216898725062755
500,30340,Yes,Atlanta Regional Commission,3349,ZCTA,ZCTA5 30340,17685,893,2805,388,15.9,2,1842,316,10.4,1.7,4169,557,23.6,2.9,2881,355,16.3,1.8,974,175,5.5,1,3297,395,18.6,2,1717,244,9.7,1.3,4647,500,26.3,2.5,13038,826,73.7,2.8,5014,465,28.4,2.2,,,,,0.368252093045332,0.00215778082059402
501,30341,Yes,Atlanta Regional Commission,3350,ZCTA,ZCTA5 30341,22105,956,2438,377,11,1.6,1106,282,5,1.3,3665,457,16.6,1.9,2878,412,13,1.8,1099,211,5,0.9,6584,570,29.8,2.2,4335,450,19.6,1.9,3544,471,16,2,18561,975,84,2.5,10919,726,49.4,2.5,,,,,0.401921175773449,0.00256525871190544
502,30342,Yes,Atlanta Regional Commission,3351,ZCTA,ZCTA5 30342,19839,992,1519,454,7.7,2.3,739,272,3.7,1.4,2064,449,10.4,2.2,2084,347,10.5,1.7,814,237,4.1,1.2,8224,594,41.5,2.2,4395,461,22.2,2,2258,529,11.4,2.6,17581,971,88.6,2.1,12619,751,63.6,2.1,,,,,0.309310251759361,0.00227436592297105
503,30344,Yes,Atlanta Regional Commission,3352,ZCTA,ZCTA5 30344,22468,832,683,170,3,0.7,1778,353,7.9,1.5,6664,614,29.7,2.5,5532,558,24.6,2.3,1731,295,7.7,1.3,4030,485,17.9,2.1,2050,351,9.1,1.5,2461,391,11,1.7,20007,1065,89,3.4,6080,599,27.1,2.5,,,,,0.456684322235786,0.00305136353754273
504,30345,Yes,Atlanta Regional Commission,3353,ZCTA,ZCTA5 30345,17563,907,1457,313,8.3,1.7,1320,361,7.5,2,1983,368,11.3,2,2458,408,14,2.2,880,199,5,1.1,4926,575,28,2.9,4539,438,25.8,2.1,2777,477,15.8,2.6,14786,929,84.2,3,9465,723,53.9,3,,,,,0.340978192713221,0.0018168271072512
505,30346,Yes,Atlanta Regional Commission,3354,ZCTA,ZCTA5 30346,4524,589,53,80,1.2,1.8,62,77,1.4,1.7,125,87,2.8,1.9,314,162,6.9,3.5,88,69,1.9,1.5,2235,477,49.4,8.4,1647,392,36.4,7.2,115,111,2.5,2.4,4409,648,97.5,6.7,3882,618,85.8,7.8,,,,,0.0662523498034957,0.000254146880727857
506,30349,Yes,Atlanta Regional Commission,3355,ZCTA,ZCTA5 30349,44972,2160,1118,274,2.5,0.6,2681,554,6,1.2,12132,968,27,1.7,10401,957,23.1,1.8,4238,728,9.4,1.6,9512,947,21.2,1.8,4890,649,10.9,1.3,3799,618,8.4,1.3,41173,1924,91.6,6.1,14402,1148,32,2,,,,,0.897071496905942,0.0116336543051892
507,30350,Yes,Atlanta Regional Commission,3356,ZCTA,ZCTA5 30350,27016,1043,515,226,1.9,0.8,766,250,2.8,0.9,5127,627,19,2.2,4482,535,16.6,1.9,2013,339,7.5,1.2,9272,758,34.3,2.5,4841,514,17.9,1.8,1281,337,4.7,1.2,25735,1278,95.3,3,14113,916,52.2,2.7,,,,,0.402517966484657,0.00334637986531855
508,30354,Yes,Atlanta Regional Commission,3357,ZCTA,ZCTA5 30354,11008,724,593,302,5.4,2.7,1562,362,14.2,3.2,4036,566,36.7,4.5,2391,443,21.7,3.8,743,252,6.7,2.2,1244,290,11.3,2.5,439,174,4,1.6,2155,471,19.6,4.1,8853,833,80.4,5.4,1683,338,15.3,2.9,,,,,0.301787675702619,0.00271275533093722
509,30360,Yes,Atlanta Regional Commission,3358,ZCTA,ZCTA5 30360,10064,563,1332,243,13.2,2.3,608,172,6,1.7,2033,299,20.2,2.7,1289,209,12.8,1.9,578,162,5.7,1.6,2535,289,25.2,2.5,1689,218,16.8,2,1940,298,19.3,2.8,8124,539,80.7,2.9,4224,362,42,2.7,,,,,0.288345638372258,0.00151394688724557
510,30224,Partial,Three Rivers,3278,ZCTA,ZCTA5 30224,16316,812,486,158,3,1,1891,360,11.6,2.1,5306,509,32.5,2.7,3602,431,22.1,2.4,1124,233,6.9,1.4,2416,372,14.8,2.2,1491,312,9.1,1.9,2377,393,14.6,2.3,13939,857,85.4,3.1,3907,485,23.9,2.7,,,,,1.17731277481326,0.0168243550978473
